Ob,WageNew
193,2592.8711140167275
194,498.57209428409345
195,-165.90893213748618
196,2261.915614471328
197,1686.3212621230446
198,16734.364371134285
199,4014.5212249658616
200,7854.916968052379
201,3035.4891198007017
202,36253.06664563888
203,5734.882721775326
204,17698.230956364056
205,8151.785212489586
206,46541.42519342594
207,26263.30384475479
208,4056.8751216251303
209,4923.9774136008455
210,5304.705120499262
211,5267.227331147631
212,10161.763145212399
213,9161.346431593347
214,1666.4029550973607
215,257.0906971529859
216,3798.1971249161916
217,5032.2797493779835
218,671.4880296892218
219,1293.1988115175025
220,1961.8502362881443
221,1643.269447293288
222,11172.31784746799
223,18467.082184460967
224,7816.134842308954
225,24218.002715324183
226,2261.5977095465705
227,2430.3076512547086
228,1190.9992815083106
229,3570.919574309016
230,4115.148107630136
231,168088.70838461543
232,10113.372416876227
233,1207.8937413602368
234,1622.5360200772654
235,866.718490941493
236,1947.2674906076074
237,134717.14988333613
238,5577.435227094456
239,1708.5398178952244
240,2098.394811855294
241,1098.411776539168
242,22890.07226062786
243,1107.0880568935743
244,5186.403437720228
245,25178.352380100063
246,2210.8465883072404
247,16824.148586641342
248,1719.0792857783406
249,1669.6311034962655
250,24778.77218756162
251,42762.16366015301
252,31232.887649021563
253,3961.3406875493283
254,-248.61401218715673
255,300.9915722486018
256,3666.8068219819975
257,8114.846608336481
258,34377.57639346393
259,8424.442366225103
260,6504.381510092328
261,1611.1092997360906
262,1396.093723287163
263,424.185496933136
264,28544.171463622013
265,17598.636618837347
266,748.6106270741853
267,1530.9668045973044
268,2988.041354366104
269,1038.2455677842233
270,2406.896542066896
271,10106.165062350257
272,6202.752605491765
273,1337.345123880991
274,12101.123465681734
275,8720.194438114648
276,13618.81345686008
277,405.7675495167239
278,13049.705928768553
279,6161.799644283822
280,3027.1359387157336
281,11336.004996589767
282,9523.570891897734
283,766.2789433604038
284,2914.570274587764
285,-1341.062956097003
286,1469.6636446288032
287,6273.28404041803
288,8659.840348766686
289,4610.863059813826
290,5466.546608172902
291,2273.064508346761
292,14741.041561242035
293,1162.1287558134047
294,4397.691864178275
295,22688.129579328423
296,23403.782476306238
297,5102.0061969694725
298,4452.387033200821
299,6380.669402813901
300,10922.919778472526
301,3837.0649846122756
302,55896.410080841204
303,15894.907875750358
304,667.0218584306922
305,474.68789903613805
306,5384.703895835489
307,12126.519986161462
308,943.740356973078
309,3949.9983154266856
310,4309.673913852278
311,880.2195295550745
312,1789.5090548766132
313,9394.52283023408
314,7578.128713246115
315,1960.2172684383404
316,7424.638944292484
317,3926.63682055138
318,12673.615449879497
319,1976.676953449017
320,4108.3299751496
321,114.61703828947624
322,2190.0250235054773
323,2105.5753345320413
324,30553.090198621605
325,2528.8832903900056
326,2081.0377567103446
327,1983.1420466023935
328,2523.601304143165
329,2490.456150026266
330,8630.199264639627
331,5018.182186736987
332,2050.01076957792
333,5973.67981571565
334,329.9615136478016
335,275.6990814115396
336,67699.53361625387
337,3627.9409450106464
338,15131.430269915492
339,817.9919617466613
340,3140.4748336973203
341,3416.5776105210516
342,1830.372993186649
343,5484.806210400402
344,3136.600782191321
345,10108.880397774936
346,5262.5256713385725
347,1487.3852064309626
348,851.3784367358676
349,1746.7446593201314
350,986.6262737923646
351,5523.8469782992925
352,2547.9908335944974
353,7604.423300657033
354,33083.43714095321
355,4560.433426907574
356,20794.347464896833
357,1862.3250944293193
358,1337.5339479127347
359,6526.085319767223
360,60702.28011362865
361,1857.9516332795654
362,5746.586095558921
363,33847.47148757845
364,1393.8929476314383
365,970.9319876499048
366,1959.9796803128745
367,527.2872450448438
368,5675.263196106536
369,9412.74810326976
370,24804.34269063228
371,511.35822058943273
372,1798.3626648020015
373,2202.1246658704617
374,1922.3252028091308
375,24758.258897019623
376,33268.17886010654
377,11120.877405152954
378,3507.4798265936424
379,1906.3312671439267
380,7174.240137228146
381,1179.2743865824702
382,3236.3723516252526
383,12147.491383594592
384,12103.110133303468
385,12949.323327735823
386,18915.659371292357
387,63888.438894049425
388,1971.6713832310961
389,2690.5536739922054
390,2256.524837896982
391,7954.9440563803855
392,6860.902367116532
393,7912.032044590732
394,1569.4962528521576
395,13546.933302739366
396,2601.4678841312752
397,1653.836029094442
398,2977.414915939255
399,778.6697904030826
400,1141.3874718566738
401,1834.2255213697206
402,2544.7356353839314
403,2018.0011206271845
404,641.1169111890107
405,4569.614002441821
406,8725.208099925008
407,2229.203852964366
408,1642.0392629200096
409,4303.994832421507
410,-344.8774171934801
411,4809.380646727718
412,13774.991409455679
413,2049.251492592877
414,4241.449481564832
415,10805.277798030296
416,-603.9420465221191
417,34307.67437571265
418,2587.954868103324
419,1631.8037959226447
420,2924.2608815995955
421,2342.216391027195
422,2610.193642964743
423,17770.691933836908
424,274185.6428937036
425,22763.198891289747
426,3144.231905125313
427,19688.08208651612
428,53107.1052482845
429,2907.4815436988406
430,701.6872072769836
431,14663.687920697756
432,10507.1720027719
433,26913.496224904982
434,4860.294377255432
435,6720.047924659997
436,759.3832808667845
437,405.5624023580547
438,2473.4625560007044
439,619.0494081657322
440,491.3563677043359
441,7533.872774343665
442,4628.429559624874
443,1161.7870964126646
444,1076.9276667008205
445,22307.868039036177
446,3009.153411384128
447,3893.2469574909805
448,659.2043215477489
449,8668.585687384977
450,6293.888514075117
451,1173.9174867773938
452,2641.4870471359473
453,54345.80463245927
454,6982.208051045026
455,3439.0467992352014
456,5439.208206591861
457,7660.375763476026
458,28442.010904134597
459,3533.7600794186155
460,54303.14524814457
461,3208.38589787836
462,156910.65125084275
463,18932.902775860686
464,6838.714434771506
465,4218.4963469120175
466,1458.0197009915853
467,17806.945858905634
468,3727.9457092898533
469,160.36620547059272
470,1101.3347975
471,4671.77026376171
472,22687.744488140284
473,10933.863186203824
474,33071.775865721174
475,19391.162599250863
476,2477.1510254284776
477,2053.9443505829804
478,42925.735340827356
479,2406.1577429773793
480,10176.027656662038
481,631.2740008364882
482,4368.8966183345465
483,4089.595049314002
484,972.4910985170629
485,16431.192645770905
486,7175.9462114775
487,2944.4440725745703
488,18463.25134109347
489,18864.893402840138
490,510.5465117710291
491,-4443.518574835332
492,3425.872032088985
493,1890.2526897340736
494,3818.3870446429637
495,3161.7727543230944
496,375.13163074258205
497,28118.52566146679
498,4843.909145153086
499,2655.0028785349705
500,5286.0080701868055
501,4094.258482349245
502,27716.510489924327
503,1444.5372339010253
504,4045.5715579552507
505,31111.851356847805
506,7785.113276759166
507,4287.641418609283
508,4056.773171518116
509,13290.653483123244
510,3127.171128908482
511,2149.8748215785154
512,10404.150827610723
513,2592.1064851284145
514,893.5140542336864
515,7103.338358593319
516,2107.734990549438
517,40745.44639148325
518,10849.578044740832
519,1975.9603639177599
520,5439.308225253392
521,3759.242125114541
522,1385.808222213191
523,4984.0070431883305
524,3312.8378213812957
525,8065.897336014013
526,2235.7219938616354
527,19998.405250356915
528,13075.494980074998
529,2993.516692992302
530,4420.462700370239
531,2437.4683828327898
532,1753.8279630569468
533,2541.5842494027797
534,18067.76459261015
535,27938.146863198177
536,3579.2384142846654
537,7090.105683281286
538,16009.343507040312
539,3665.2516599646715
540,21832.916986442808
541,1071.5147714355421
542,17783.60919460267
543,3992.848197357807
544,14870.7785998517
545,28621.539010239183
546,3522.74214975866
547,5745.8342526395545
548,3546.806617716733
549,1620.008752899547
550,11168.81338458368
551,944.8376924248064
552,1720.2787622176506
553,19518.308674549553
554,13602.024238557815
555,16247.78457341128
556,19777.91117469282
557,1959.7005485456073
558,2485.332835965251
559,2066.9197109838747
560,7823.684387541199
561,4591.961508961231
562,54604.109959268164
563,8298.146714527593
564,2604.058787595804
565,4013.5023572153914
566,1981.96907416019
567,8695.290063802759
568,2143.7350838530297
569,1996.2063577012043
570,6231.279527024551
571,10947.235092633291
572,5310.341714874261
573,1220.946072794482
574,25167.753307667004
575,2311.836314870427
576,81883.77915611454
577,5762.443147725531
578,2635.254219629588
579,678.6849707046003
580,49491.09935522768
581,658.7609080309347
582,1168.277040093168
583,1853.9113940743437
584,2727.3459904632327
585,2607.3186075397994
586,18683.715445904007
587,750.8976166896921
588,3398.2786418589294
589,1334.1608387160281
590,3756.5411525865893
591,561.2454104399523
592,7563.692837481031
593,2260.778110224808
594,2021.8465964469665
595,4592.784536647364
596,4416.279891954273
597,13382.928242914391
598,27598.79677572939
599,7263.11208758294
600,297.62855358426657
601,6861.388215484182
602,30412.090280378565
603,2015.7318981473861
604,7462.273404663247
605,31360.582072602247
606,1109.6135996961495
607,2222.7948765962606
608,4519.345387884066
609,740.2085259959713
610,3133.7635679413443
611,661.8304180674029
612,219930.01523539206
613,5303.6964402643
614,9298.263807327088
615,105509.60604815914
616,4402.295370936884
617,1886.0218229104353
618,7402.67539282368
619,57768.49330680269
620,22922.482732205346
621,4164.94178733533
622,3906.3684572439042
623,1264.7358157867059
624,58240.14878647641
625,2606.105863454625
626,4397.466571573199
627,36593.09077686591
628,3635.5637766430655
629,11029.475592668954
630,43974.76875244777
631,57423.87445906901
632,1188.7133856756795
633,2135.2496115960566
634,56984.48102307085
635,5923.457511059596
636,8107.374823336971
637,2978.3654934390934
638,4021.286335438678
639,1494.7659961236232
640,2562.8585695478646
641,1366.5593332559195
642,15155.97518746716
643,2762.6564348743773
644,2628.908447353506
645,1425.3221359207241
646,2027.5278401348596
647,1615.039143713806
648,47757.59025927638
649,2165.209661728339
650,2258.351695984719
651,87805.22216861384
652,9685.307417965741
653,9786.82699691581
654,3105.5683428269144
655,1582.8855466683415
656,1317.8710799719345
657,2788.13171545411
658,6393.118284273891
659,25228.81377660411
660,2106.0653109537966
661,20352.92561457539
662,27008.204841264436
663,1428.9182703242955
664,5531.384109888268
665,3807.3073703389373
666,1302.0016385695608
667,13661.54820000224
668,2777.679704533625
669,2784.0067376388897
670,3609.931784542007
671,8060.04807292761
672,4879.664857015902
673,12980.096180080185
674,62745.34773142002
675,1648.353772843949
676,158626.51349424114
677,1012.3381844513176
678,662.6832790387293
679,12926.763085556857
680,9491.857363844438
681,26610.371045930573
682,2223.0277488805777
683,47575.699764654244
684,2962.066681608003
685,10947.423953362602
686,6406.135345953492
687,10651.663642181838
688,31276.014766505163
689,2939.76845792424
690,3323.253089784744
691,7101.5613786689755
692,21624.35359096616
693,29445.61853267798
694,1992.2228875149551
695,32504.276908289845
696,2992.7550685965584
697,18333.76027844334
698,45249.96168855952
699,3233.4709323896163
700,6347.551237441957
701,1934.7604255710917
702,1811.2128989384116
703,15098.411895934176
704,2039.774256975728
705,-177.34558161608257
706,1975.535539722736
707,2192.5299915828496
708,1851.9592642499445
709,305.68742234082185
710,11978.494238943167
711,5243.083121192293
712,1008.7951218396391
713,2474.7987833245033
714,1558.047795484885
715,1391.354748076758
716,3129.514065569978
717,2550.0168787679117
718,7341.0332082004325
719,7780.491836552644
720,3517.5837998201405
721,4732.201731828946
722,3108.4718543231834
723,2286.1952246191213
724,988.6381272119872
725,1977.663055337992
726,1852.3739038511628
727,1884.159768785587
728,16811.171818465897
729,2923.152583315037
730,9032.14540206566
731,2233.6416418159715
732,580.8853330049633
733,17693.788282481604
734,1724.0121547391475
735,9173.77266453715
736,5764.778751187896
737,3478.3103140401577
738,31116.12531982825
739,4129.029971919426
740,40844.20338134982
741,973.2617756961308
742,9719.991933309633
743,1544.1254962403536
744,31485.060278973422
745,2604.548954911237
746,1662.3749697774533
747,16180.266555545444
748,4801.718582510664
749,19043.65811027111
750,15790.586887958063
751,3257.851297901611
752,373.8480479125386
753,1808.4529665553416
754,2749.6009676873114
755,1575.711145148793
756,8836.712779273554
757,8053.598164918975
758,2315.0887872929857
759,6636.270435073046
760,4933.54899386448
761,22009.765198942165
762,4184.679392969414
763,4712.39047262609
764,3557.5694645508306
765,25467.678119374494
766,4564.097518842439
767,2802.0991676723866
768,-38.69938126989386
769,1874.1158637503856
770,3261.430206306275
771,8933.818651826241
772,2597.67983778046
773,2041.6191440288
774,4863.820978487224
775,60353.18252222887
776,2270.3604057923553
777,1850.7873389803253
778,1532.571629295407
779,1473.4271553362382
780,2917.2945675405826
781,4019.7814778905613
782,1178.049803481979
783,1089.5507849328876
784,7727.367122919148
785,12186.020896599479
786,4923.6634966808315
787,13907.614040492484
788,5049.879881504423
789,2057.7026508917056
790,2519.7155579651417
791,5983.607069813224
792,187814.12438543362
793,6825.236362652109
794,2978.6515904384187
795,15724.354164157145
796,-599.1899206744671
797,2768.9580922067153
798,322.52861907828014
799,4834.100955828572
800,670.765510976402
801,957.1663710366234
802,38390.0177686906
803,1891.9657661683113
804,13126.690417741627
805,4361.642747447732
806,3647.5404664034477
807,5067.202531149231
808,1080.5022327866584
809,1176.4801518350232
810,5071.552867558452
811,3734.8172220387596
812,886.7006808386194
813,1800.4401166569587
814,2149.2219531275596
815,4569.992295088053
816,16561.81813707897
817,2147.260511898486
818,15779.478542866887
819,3277.8063763669074
820,43653.85331476958
821,4408.058574809876
822,1408.7415100747053
823,3711.3192987612956
824,10880.247419149633
825,21917.272126248627
826,9712.344601686484
827,1879.9206946088896
828,6156.839071771009
829,2051.995935625492
830,4486.796938014175
831,18820.922194317
832,1854.8167301896087
833,137873.6606912026
834,1555.137626102149
835,4199.6426029464765
836,1572.0247268562207
837,11557.569363918083
838,4227.666396369915
839,5178.781658093817
840,7467.429547643984
841,813.3882653336569
842,17612.866720071175
843,5364.027095112556
844,3739.2180552994414
845,36353.63961598608
846,26064.19553069843
847,1864.8135980640975
848,4545.223774123772
849,1842.663191576297
850,2670.0152201467804
851,5669.291178374323
852,2392.9222332828977
853,3196.7504548352995
854,2402.5216107206797
855,5657.388881847037
856,-438.45480825013743
857,74701.60572443143
858,4767.620754885343
859,55868.98120864335
860,3937.554276872838
861,4015.770609275978
862,6993.983203378532
863,94398.6020214204
864,24481.534101907393
865,1544.0003986618594
866,4752.121116285035
867,2852.8027213768687
868,33641.959665867835
869,13989.994533283792
870,1565.8398433162683
871,3163.425361610402
872,22194.104820171848
873,2042.3016949489365
874,6078.005998591036
875,4713.691353376596
876,643.5254447975077
877,2066.8233612723457
878,1279.7878737170552
879,745.366946404363
880,30612.169275533168
881,3033.3244144071937
882,1126.4930610837123
883,3788.907649699618
884,12877.756564566338
885,9983.045404478496
886,1160.127044751797
887,2760.316416566778
888,2775.055780461187
889,1630.180498966439
890,1397.2040454436174
891,7974.141292466551
892,13135.073516953611
893,24096.633100787447
894,9334.70919327084
895,-2780.160682498414
896,6150.024840198898
897,1735.3360379784942
898,1653.7511582297939
899,68613.58142575338
900,363.11940024473205
901,10565.66515238832
902,21465.511698144423
903,3280.946834956358
904,3264.894872464364
905,19610.122713605695
906,7118.90035093881
907,652.2363728889899
908,871.5217612949248
909,25780.571913444877
910,4077.169188445355
911,63778.22581993245
912,1980.6817892742415
913,1991.4679171302587
914,15838.122205181558
915,16364.708263347211
916,3283.77083093531
917,1773.348598098863
918,10786.762889324425
919,1614.3025592412089
920,799.007919326641
921,5505.9912397188655
922,37585.48820343389
923,12008.012834937968
924,829.7697831526243
925,33885.42279085179
926,1349.692557076485
927,3200.6470329297067
928,1180.86737181607
929,1936.238754313559
930,96416.97464120442
931,3035.4385929646573
932,5299.5927350189295
933,2020.6215998902926
934,35053.34154050228
935,24766.401153118917
936,1266.9383216265203
937,1894.3218216891503
938,226.31954779430686
939,40994.267908389746
940,8837.261091852313
941,20498.646784288943
942,1135.4699004514828
943,5697.775222259718
944,18220.97916053178
945,4753.239695357846
946,5903.557292168424
947,907.09088363751
948,4281.120956054899
949,6886.44407902769
950,35555.327069332445
951,754.8899631049316
952,4589.8301727923745
953,-539.0543953170684
954,5691.906701618928
955,2187.0365955205243
956,2503.9633909562986
957,1079.2707109567227
958,1527.2703158397883
959,2026.6074887865552
960,3268.5578072971025
961,112.36035130808497
962,2191.778913340317
963,12104.140042516327
964,7107.34235613512
965,963.170075962365
966,-104.6959912547863
967,4497.064162606763
968,9816.852745662796
969,13209.831616872005
970,21871.814513845937
971,5269.768684393057
972,1511.7495012086042
973,3165.0978360365866
974,422.57523779684925
975,1331.2569965111313
976,3237.9537577347687
977,1794.058855491657
978,964.2846278129009
979,2712.2001186398793
980,82224.94615572768
981,25795.833926393676
982,3713.6890882564726
983,2121.9629730461356
984,1432.7073504076545
985,1354.7716630253644
986,1638.2262425944393
987,2168.557103568065
988,4840.71092932911
989,453.1352733007833
990,426.3790688056972
991,9806.404752258528
992,29000.56266884247
993,2026.740165341698
994,6948.832919045167
995,7152.698205473394
996,1114.2916307925868
997,1243.3255595745175
998,26084.83823387597
999,9959.260479626842
1000,27585.294161512866
1001,5068.717758878136
1002,10039.25894002053
1003,4836.294938188202
1004,1764.2670196719932
1005,5081.813944320797
1006,251545.87803917998
1007,3532.9740238295126
1008,1242.8810728691913
1009,1115.5182213032429
1010,3945.81221374718
1011,5261.022439145497
1012,3270.2030067456158
1013,1673.9011910768775
1014,-843.2649320674072
1015,9728.518367903222
1016,17456.42254333636
1017,4743.106073661022
1018,1828.9974327727573
1019,20750.25205489051
1020,6136.347060866048
1021,4093.079405215984
1022,1620.5300816174815
1023,85.24152051238937
1024,3669.9239756633674
1025,5005.005650456788
1026,2467.1194479803103
1027,2107.116541119088
1028,3842.598928672536
1029,13667.468182151997
1030,1548.8951461429538
1031,12653.728720396051
1032,2191.635741144667
1033,1763.0791758839955
1034,13156.094832783634
1035,7914.127192143315
1036,660.319186994086
1037,2072.9721027043656
1038,100633.71562223666
1039,1066.3629308949953
1040,1970.8726364509785
1041,731.1239205258345
1042,3374.6337410361193
1043,3874.7231592522207
1044,6373.612066679015
1045,886.6865700965438
1046,123370.84122628091
1047,11415.605823515803
1048,134987.978577847
1049,1451.6517577882028
1050,1765.0443224624187
1051,467.9607463197115
1052,2982.6922933425576
1053,1981.9015415451129
1054,23809.743760586043
1055,12833.346854051617
1056,2322.5219073993285
1057,20615.62102546481
1058,2842.4109485612667
1059,3483.9197306207343
1060,1123.6537289764499
1061,7949.932330775393
1062,1110.72031390015
1063,22089.363335732338
1064,3746.481272154213
1065,3527.46105698689
1066,2204.8571914651066
1067,4639.46691694974
1068,51974.445820827925
1069,842.9078613298794
1070,9702.144705795374
1071,1268.3376312835387
1072,32741.61416451488
1073,768.883080134711
1074,1472.7212932474665
1075,7070.712180589416
1076,3924.0644232390864
1077,1717.5198085051575
1078,1510.2519688308653
1079,3178.669635658413
1080,11581.33725833717
1081,2380.6000038777047
1082,6487.439524245844
1083,3144.0244008431196
1084,13396.21214744301
1085,7448.691879851591
1086,5991.11506963543
1087,44506.63597743887
1088,63448.878015111375
1089,3466.187753584557
1090,17443.179010177148
1091,8272.000801634009
1092,4346.652959556435
1093,3066.3588372710965
1094,7717.747884801071
1095,1998.9891933155957
1096,3979.476344561848
1097,9340.669825218229
1098,11311.085474385942
1099,8558.614640120466
1100,6387.442633233065
1101,4340.207944054986
1102,86532.3664476191
1103,606.2512426091184
1104,9907.668862405913
1105,114160.32473093212
1106,4130.031150401279
1107,4518.516044161662
1108,3968.642148536464
1109,2126.56098938705
1110,513.9280819317727
1111,2409.9679011017015
1112,6687.5616536398775
1113,752.7255794351291
1114,10860.225946123035
1115,1549.2303246040788
1116,3688.7509961098212
1117,1985.060993785113
1118,877.5164817009686
1119,8495.620765493206
1120,3140.940238178384
1121,2121.2394173553676
1122,1534.5597421833343
1123,3043.262503480744
1124,48746.11291602228
1125,3423.5482350113352
1126,120455.57681279979
1127,346.7053716440204
1128,1918.912859545937
1129,3915.8264626804935
1130,136.36483158532585
1131,17990.88288448695
1132,21246.984141382523
1133,12804.85472294972
1134,3773.3425026931063
1135,1345.9999639445518
1136,3450.5287640781103
1137,11741.713185142115
1138,22571.932295163922
1139,50268.74048664714
1140,1604.2569455539824
1141,3408.05872560744
1142,9939.26201918006
1143,2913.295669870611
1144,1085.947027358265
1145,4334.801459987482
1146,5681.844957513308
1147,19030.609336819
1148,15960.10629227617
1149,3160.0568328214476
1150,5339.644318751565
1151,3907.9595292585723
1152,23033.234026002712
1153,6993.714031404785
1154,-225.48452643633408
1155,7001.132947313741
1156,4162.100663058411
1157,1255.1323231787014
1158,1838.8949869393666
1159,22783.828964842072
1160,2548.932776866976
1161,16704.391204945507
1162,4245.944916193997
1163,2848.235751817773
1164,1079.1886964084026
1165,1575.3208404227103
1166,2894.727957545322
1167,4866.632656290628
1168,6486.428933242739
1169,1293.870466724598
1170,9325.482904473309
1171,31945.047583914406
1172,3717.0094290179645
1173,375.2080545548846
1174,1175.4845942466302
1175,1091.1296219830165
1176,18515.655359475353
1177,1813.7303281930072
1178,2102.4221298648636
1179,8626.641426114213
1180,3833.692732393774
1181,5950.3114320084
1182,2017.0377956303935
1183,907.6780297480079
1184,4094.6951571995814
1185,2548.4063449803093
1186,3837.963722874392
1187,1708.2428353580121
1188,365.08468275481886
1189,3540.2551867301736
1190,2726.239854748601
1191,17047.806909972125
1192,67353.14040142542
1193,1685.0477686124905
1194,1931.0609554729883
1195,12812.757328144029
1196,1162.4646857569148
1197,657.8629104882183
1198,928.5263711476382
1199,5456.890325507786
1200,7563.345149076547
1201,1212.7891296849787
1202,5443.218602823413
1203,2169.890808564409
1204,4697.098010373021
1205,2503.311392221353
1206,7568.830471949254
1207,1977.3629045036425
1208,572.5983924827102
1209,8647.047239811422
1210,3050.5545412122046
1211,29984.378463721
1212,25531.90789208298
1213,5257.818661978402
1214,1552.302525511809
1215,4054.1951386877467
1216,1793.729569421887
1217,2413.6139360531447
1218,4438.1009353813915
1219,42881.38003161362
1220,2508.239065993891
1221,964.9134315552124
1222,1066.7902778698742
1223,113649.84839199705
1224,2524.955526143978
1225,16721.44794698245
1226,10102.752565166382
1227,2508.2777669863935
1228,4600.8004860004785
1229,959.1212308725164
1230,1930.3082858505607
1231,711.7580931489395
1232,5665.227639759689
1233,1667.2038744406038
1234,32022.98770155692
1235,1903.80197522988
1236,1089.6502496837763
1237,1951.8182677481025
1238,24645.687808938605
1239,14798.46032669003
1240,1793.3474299454751
1241,4885.270539947987
1242,1817.36335083925
1243,6302.217911283977
1244,7771.506901234513
1245,1721.6544274721068
1246,18411.032997389633
1247,2063.1030251990856
1248,-27.512932840405952
1249,262.62144502005873
1250,6417.843251455591
1251,31741.308720635196
1252,2643.6976858098915
1253,2238.8185828443407
1254,9416.58320369024
1255,1545.0779325212764
1256,6100.442709266536
1257,2442.4583545442956
1258,5654.789507416724
1259,15742.482713740299
1260,4262.345553682331
1261,31603.220131262715
1262,3661.4548699079114
1263,6445.414588421601
1264,568.2914752806095
1265,67833.68915704408
1266,2279.608533532413
1267,5913.623189413001
1268,2558.551987155598
1269,1043.9775196103997
1270,4591.555582858679
1271,6789.629447739465
1272,106222.41628377688
1273,20424.10660793851
1274,6184.947753704676
1275,6153.42938374758
1276,7352.316721397349
1277,1915.5842756353604
1278,62288.2607137062
1279,21787.8714252469
1280,23147.828011678313
1281,10425.981727457705
1282,18244.449423070564
1283,1969.8124434932972
1284,5432.746151207751
1285,21521.555067610425
1286,3282.213619576091
1287,50639.42424042867
1288,106235.52028633707
1289,3808.7493684365277
1290,6388.922524392617
1291,3056.122573622222
1292,1375.8517280308827
1293,958.6665257457703
1294,15040.332837978525
1295,2302.9842874455803
1296,2229.9377303068864
1297,2970.5689626271796
1298,6883.554450882174
1299,3234.4562260918783
1300,48512.61496671448
1301,5506.085968026054
1302,2964.137459943484
1303,2245.1098915253892
1304,5471.249340022368
1305,6591.764874171714
1306,230.9062854701165
1307,2243.875977772491
1308,7193.291890972682
1309,1129.1291400045982
1310,2760.747341822949
1311,6679.689414115091
1312,18380.77395808993
1313,3379.0189435374477
1314,6921.222397420141
1315,46305.89756362089
1316,21340.04876273043
1317,8777.140424553507
1318,6005.7074546787235
1319,1708.6180934153333
1320,8217.746287362674
1321,3194.7315972765987
1322,7569.066019216003
1323,26842.44750640613
1324,1099.901654066039
1325,3418.396191186569
